IdProducto;IdMarca;IdPresentacion;VM;PM3;T;Prediccion;Me;A;Accion
1;1;2;133.0;118.66666666666667;-20.0;111.27222731813767;2;2009;1
1;1;1;113.0;104.0;62.0;168.9800911450418;3;2009;1
1;1;2;175.0;140.33333333333334;-106.0;70.75172357140146;3;2009;1
1;1;1;69.0;119.0;33.0;112.52650060853415;4;2009;0
1;1;2;102.0;115.33333333333333;-3.0;103.50392986617035;4;2009;0
1;1;1;99.0;90.0;57.0;149.84824897209103;5;2009;1
1;1;2;156.0;119.0;-77.0;77.60451934023702;5;2009;1
1;1;1;79.0;111.33333333333333;47.0;132.83277702509181;6;2009;1
1;1;2;126.0;120.33333333333333;-73.0;58.98858470704277;6;2009;1
1;1;1;53.0;86.0;29.0;86.89273546631753;7;2009;1
1;1;2;82.0;87.0;41.0;122.2927803091903;7;2009;1
1;1;1;123.0;86.0;-65.0;53.22898977507592;8;2009;1
1;1;2;58.0;87.66666666666667;77.0;138.82055670045568;8;2009;1
1;1;1;135.0;105.33333333333333;-88.0;48.41342278273118;9;2009;1
1;1;2;47.0;80.0;17.0;70.81788636457551;9;2009;0
1;1;1;64.0;82.0;-8.0;61.32696040711027;10;2009;0
1;1;2;56.0;55.666666666666664;79.0;129.52440714006764;10;2009;1
1;1;1;135.0;85.0;-55.0;74.49982862239807;11;2009;1
1;1;2;80.0;90.33333333333333;28.0;112.84305350744124;11;2009;1
1;1;1;108.0;107.66666666666667;-7.0;107.92160416072255;12;2009;1
1;1;2;101.0;96.33333333333333;106.0;207.10365924734185;12;2009;1
1;1;1;207.0;138.66666666666666;-107.0;92.17192732057909;1;2010;1
1;1;2;100.0;136.0;45.0;152.5292577890759;1;2010;1
1;1;1;145.0;150.66666666666666;-40.0;112.27713831638968;2;2010;1
1;1;2;105.0;116.66666666666667;-51.0;58.617852340358176;2;2010;0
1;1;1;54.0;101.33333333333333;24.0;84.83268171789685;3;2010;0
1;1;2;78.0;79.0;-13.0;61.11747840344752;3;2010;1
1;1;1;65.0;65.66666666666667;71.0;126.75660804429697;4;2010;1
1;1;2;136.0;93.0;-57.0;70.75604803300067;4;2010;1
1;1;1;79.0;93.33333333333333;31.0;110.20411811241789;5;2010;1
1;1;2;110.0;108.33333333333333;12.0;122.47349356350625;5;2010;1
1;1;1;122.0;103.66666666666667;-54.0;67.42212292432164;6;2010;1
1;1;2;68.0;100.0;34.0;108.15791960493551;6;2010;1
1;1;1;102.0;97.33333333333333;-18.0;84.64138681911734;7;2010;1
1;1;2;84.0;84.66666666666667;49.0;130.61193498473176;7;2010;1
1;1;1;133.0;106.33333333333333;-78.0;55.80839440839005;8;2010;1
1;1;2;55.0;90.66666666666667;94.0;153.67994977842065;8;2010;1
1;1;1;149.0;112.33333333333333;-84.0;65.71337523667323;9;2010;1
1;1;2;65.0;89.66666666666667;-25.0;48.20457497764109;9;2010;0
1;1;1;40.0;84.66666666666667;100.0;146.52692359363073;10;2010;1
1;1;2;140.0;81.66666666666667;-30.0;100.85073680509623;10;2010;1
1;1;1;110.0;96.66666666666667;-61.0;52.98548675371215;11;2010;1
1;1;2;49.0;99.66666666666667;95.0;155.616744136904;11;2010;1
1;1;1;144.0;101.0;-85.0;59.332430037546544;12;2010;1
1;1;2;59.0;84.0;67.0;132.04527740396725;12;2010;1
1;1;1;126.0;109.66666666666667;-41.0;80.81381714100463;1;2011;1
1;1;2;85.0;90.0;34.0;113.74366244014732;1;2011;1
1;1;1;119.0;110.0;-27.0;89.63490956278592;2;2011;1
1;1;2;92.0;98.66666666666667;35.0;124.16229967262485;2;2011;1
1;1;1;127.0;112.66666666666667;-70.0;56.61086188051593;3;2011;1
1;1;2;57.0;92.0;50.0;109.2822336832155;3;2011;1
1;1;1;107.0;97.0;19.0;121.252401221303;4;2011;2
1;1;2;126.0;96.66666666666667;-49.0;71.69239394577436;4;2011;1
1;1;1;77.0;103.33333333333333;48.0;128.33291838003512;5;2011;1
1;1;2;125.0;109.33333333333333;-77.0;49.433835141947156;5;2011;1
1;1;1;48.0;83.33333333333333;9.0;61.80506945151646;6;2011;0
1;1;2;57.0;76.66666666666667;6.0;64.29217894582564;6;2011;0
1;1;1;63.0;56.0;10.0;65.82110718786241;7;2011;2
1;1;2;73.0;64.33333333333333;-19.0;49.524658710135846;7;2011;1
1;1;1;54.0;63.333333333333336;83.0;132.00279716062036;8;2011;1
1;1;2;137.0;88.0;-26.0;102.74920072388811;8;2011;1
1;1;1;111.0;100.66666666666667;-41.0;72.54020562308011;9;2011;1
1;1;2;70.0;106.0;23.0;103.78941333772211;9;2011;0
1;1;1;93.0;91.33333333333333;-29.0;67.31223522516075;10;2011;1
1;1;2;64.0;75.66666666666667;0.0;67.13810119271275;10;2011;0
1;1;1;64.0;73.66666666666667;64.0;127.94470510452099;11;2011;1
1;1;2;128.0;85.33333333333333;-3.0;119.23650719102567;11;2011;1
1;1;1;125.0;105.66666666666667;1.0;128.14530474128304;12;2011;2
1;1;2;126.0;126.33333333333333;14.0;149.2812511768347;12;2011;1
1;1;1;140.0;130.33333333333334;-15.0;124.00602552318652;1;2012;1
1;1;2;125.0;130.33333333333334;1.0;128.0246278024989;1;2012;1
1;1;1;126.0;130.33333333333334;-21.0;108.02229969150304;2;2012;1
1;1;2;105.0;118.66666666666667;-13.0;95.50247361411904;2;2012;0
1;1;1;92.0;107.66666666666667;-10.0;84.44385615181636;3;2012;0
1;1;2;82.0;93.0;-21.0;61.39180683768628;3;2012;0
1;1;1;61.0;78.33333333333333;45.0;102.99420977958536;4;2012;1
1;1;2;106.0;83.0;25.0;121.7401494984377;4;2012;2
1;1;1;131.0;99.33333333333333;-18.0;106.43163261248003;5;2012;1
1;1;2;113.0;116.66666666666667;23.0;138.13479011959882;5;2012;1
1;1;1;136.0;126.66666666666667;-62.0;78.80324849623167;6;2012;1
1;1;2;74.0;107.66666666666667;49.0;129.7881469634331;6;2012;1
1;1;1;123.0;111.0;-34.0;90.60815298694449;7;2012;1
1;1;2;89.0;95.33333333333333;34.0;123.79924900558711;7;2012;1
1;1;1;123.0;111.66666666666667;-2.0;122.31990341889448;8;2012;1
1;1;2;121.0;111.0;-59.0;66.53405652007864;8;2012;1
1;1;1;62.0;102.0;6.0;79.08195492296369;9;2012;0
1;1;2;68.0;83.66666666666667;-5.0;67.4071728764861;9;2012;0
1;1;1;63.0;64.33333333333333;43.0;102.80551114622793;10;2012;1
1;1;2;106.0;79.0;1.0;102.45022781300156;10;2012;2
1;1;1;107.0;92.0;-19.0;88.96262669718817;11;2012;1
1;1;2;88.0;100.33333333333333;-32.0;65.00627094537069;11;2012;0
1;1;1;56.0;83.66666666666667;122.0;181.40997676700465;12;2012;1
1;1;2;178.0;107.33333333333333;-41.0;131.01514261795833;12;2012;1
1;1;1;137.0;123.66666666666667;-70.0;66.53471559109045;1;2013;1
1;1;2;67.0;127.33333333333333;69.0;146.0019269586336;1;2013;1
1;1;1;136.0;113.33333333333333;-1.0;128.9734643337849;2;2013;1
1;1;2;135.0;112.66666666666667;-64.0;68.23731564371738;2;2013;1
1;1;1;71.0;114.0;56.0;133.12058679556102;3;2013;1
1;1;2;127.0;111.0;10.0;132.9832569254539;3;2013;2
1;1;1;137.0;111.66666666666667;-14.0;118.43230551898752;4;2013;1
1;1;2;123.0;129.0;-64.0;66.20988771068143;4;2013;1
1;1;1;59.0;106.33333333333333;8.0;76.65995901993696;5;2013;0
1;1;2;67.0;83.0;40.0;105.95453133087226;5;2013;1
1;1;1;107.0;77.66666666666667;-35.0;64.23452337858156;6;2013;1
1;1;2;72.0;82.0;31.0;101.79707521819371;6;2013;1
1;1;1;103.0;94.0;-55.0;48.55366448256102;7;2013;1
1;1;2;48.0;74.33333333333333;63.0;111.54744987165769;7;2013;1
1;1;1;111.0;87.33333333333333;-58.0;50.509850664857986;8;2013;1
1;1;2;53.0;70.66666666666667;41.0;94.00424617716774;8;2013;1
1;1;1;94.0;86.0;-56.0;39.334375990255694;9;2013;1
1;1;2;38.0;61.666666666666664;47.0;85.52829511531816;9;2013;1
1;1;1;85.0;72.33333333333333;-29.0;54.058695614156846;10;2013;1
1;1;2;56.0;59.666666666666664;88.0;139.16928153717112;10;2013;1
1;1;1;144.0;95.0;13.0;149.865379145335;11;2013;3
1;1;2;157.0;119.0;-52.0;107.03485585646217;11;2013;1
1;1;1;105.0;135.33333333333334;20.0;140.79277468501522;12;2013;1
1;1;2;125.0;129.0;-57.0;81.28788675242016;12;2013;1
1;1;1;68.0;99.33333333333333;63.0;130.45860632624976;1;2014;1
1;1;2;131.0;108.0;-24.0;100.75495779072195;1;2014;1
1;1;1;107.0;102.0;7.0;109.55006416028786;2;2014;1
1;1;2;114.0;117.33333333333333;26.0;139.29415295677302;2;2014;1
1;1;1;140.0;120.33333333333333;-80.0;59.763237343691074;3;2014;1
1;1;2;60.0;104.66666666666667;54.0;119.68139021382332;3;2014;1
1;1;1;114.0;104.66666666666667;33.0;142.62162597221175;4;2014;1
1;1;2;147.0;107.0;-79.0;62.984304485468144;4;2014;1
1;1;1;68.0;109.66666666666667;-3.0;74.34521920544374;5;2014;0
1;1;2;65.0;93.33333333333333;4.0;73.47604840119214;5;2014;0
1;1;1;69.0;67.33333333333333;33.0;95.46020980638279;6;2014;1
1;1;2;102.0;78.66666666666667;0.0;94.6172256811397;6;2014;1
1;1;1;102.0;91.0;-50.0;51.389115477152025;7;2014;1
1;1;2;52.0;85.33333333333333;63.0;118.51285145322268;7;2014;1
1;1;1;115.0;89.66666666666667;-7.0;103.21929394921509;8;2014;1
1;1;2;108.0;91.66666666666667;38.0;142.03843076570288;8;2014;2
1;1;1;146.0;123.0;-55.0;94.48258025179511;9;2014;1
1;1;2;91.0;115.0;-32.0;70.68246783602152;9;2014;0
1;1;1;59.0;98.66666666666667;47.0;115.42312778410134;10;2014;1
1;1;2;106.0;85.33333333333333;13.0;115.98428817454236;10;2014;2
1;1;1;119.0;94.66666666666667;4.0;121.23311990996366;11;2014;2
1;1;2;123.0;116.0;20.0;147.85277002646578;11;2014;1
1;1;1;143.0;128.33333333333334;-73.0;79.31379336434338;12;2014;1
1;1;2;70.0;112.0;80.0;162.72579461614725;12;2014;1
1;1;1;150.0;121.0;26.0;167.57682462203496;1;2015;2
1;1;2;176.0;132.0;-69.0;101.73165713410977;1;2015;1
1;1;1;107.0;144.33333333333334;7.0;124.4352954918534;2;2015;0
1;1;2;114.0;132.33333333333334;-22.0;98.56655194526674;2;2015;0
1;1;1;92.0;104.33333333333333;22.0;113.6024832703378;3;2015;1
1;1;2;114.0;106.66666666666667;-16.0;96.07512246054671;3;2015;1
1;1;1;98.0;101.33333333333333;49.0;143.98431097533475;4;2015;1
1;1;2;147.0;119.66666666666667;-60.0;85.55532887404144;4;2015;1
1;1;1;87.0;110.66666666666667;69.0;158.56417612376407;5;2015;1
1;1;2;156.0;130.0;-92.0;66.56449621964884;5;2015;1
1;1;1;64.0;102.33333333333333;33.0;103.78935494370155;6;2015;1
1;1;2;97.0;105.66666666666667;-28.0;73.31700941115268;6;2015;1
1;1;1;69.0;76.66666666666667;25.0;91.85969844909172;7;2015;1
1;1;2;94.0;86.66666666666667;2.0;93.77823103104322;7;2015;1
1;1;1;96.0;86.33333333333333;59.0;150.0594482188301;8;2015;2
1;1;2;155.0;115.0;-58.0;95.55247528221733;8;2015;1
1;1;1;97.0;116.0;-17.0;89.46152720563717;9;2015;0
1;1;2;80.0;110.66666666666667;10.0;100.53624094503094;9;2015;0
1;1;1;90.0;89.0;1.0;92.43795361004433;10;2015;1
1;1;2;91.0;87.0;6.0;97.89575806912266;10;2015;1
1;1;1;97.0;92.66666666666667;54.0;150.85530841749403;11;2015;1
1;1;2;151.0;113.0;-32.0;119.10784330757838;11;2015;1
1;1;1;119.0;122.33333333333333;18.0;145.17634998158962;12;2015;1
1;1;2;137.0;135.66666666666666;3.0;150.3859034667533;12;2015;1
1;1;1;140.0;132.0;-37.0;103.15567339886239;1;2016;1
1;1;2;103.0;126.66666666666667;-16.0;92.64432763563731;1;2016;0
1;1;1;87.0;110.0;36.0;124.10072406735637;2;2016;1
1;1;2;123.0;104.33333333333333;-8.0;109.0902696674277;2;2016;1
1;1;1;115.0;108.33333333333333;-58.0;56.575646703138545;3;2016;1
1;1;2;57.0;98.33333333333333;62.0;122.52798977102435;3;2016;1
1;1;1;119.0;97.0;-21.0;91.99483649613354;4;2016;1
1;1;2;98.0;91.33333333333333;-3.0;91.1691501361005;4;2016;1
1;1;1;95.0;104.0;27.0;122.24887609809426;5;2016;1
1;1;2;122.0;105.0;-8.0;111.08179734623644;5;2016;1
1;1;1;114.0;110.33333333333333;34.0;147.09039857375978;6;2016;1
1;1;2;148.0;128.0;-30.0;119.61141136698323;6;2016;1
1;1;1;118.0;126.66666666666667;-42.0;84.15048437454168;7;2016;1
1;1;2;76.0;114.0;13.0;99.62377655310291;7;2016;0
1;1;1;89.0;94.33333333333333;-18.0;73.5540428580594;8;2016;1
1;1;2;71.0;78.66666666666667;38.0;107.93504043511015;8;2016;1
1;1;1;109.0;89.66666666666667;-34.0;73.28211422286054;9;2016;1
1;1;2;75.0;85.0;-30.0;49.11286970762524;9;2016;0
1;1;1;45.0;76.33333333333333;96.0;143.13380800154818;10;2016;1
1;1;2;141.0;87.0;-16.0;116.35284090011528;10;2016;1
1;1;1;125.0;103.66666666666667;12.0;136.63563941711845;11;2016;2
1;1;2;137.0;134.33333333333334;-34.0;113.55672450188912;11;2016;1
1;1;1;103.0;121.66666666666667;43.0;156.09646207993185;12;2016;1
1;1;2;146.0;128.66666666666666;-58.0;96.56029681835906;12;2016;1
1;1;1;88.0;112.33333333333333;6.0;96.06088064319702;1;2017;0
1;1;2;94.0;109.33333333333333;54.0;146.28013527617833;1;2017;1
1;1;1;148.0;110.0;-28.0;111.07441011413351;2;2017;1
1;1;2;120.0;120.66666666666667;-30.0;91.34206800305415;2;2017;1
1;1;1;90.0;119.33333333333333;65.0;158.28871402695214;3;2017;1
1;1;2;155.0;121.66666666666667;-45.0;105.9152788198736;3;2017;1
1;1;1;110.0;118.33333333333333;-21.0;92.31877262692304;4;2017;1
1;1;2;89.0;118.0;40.0;134.53494349852932;4;2017;1
1;1;1;129.0;109.33333333333333;-29.0;97.37778377564312;5;2017;1
1;1;2;100.0;106.0;14.0;114.96741169805723;5;2017;1
1;1;1;114.0;114.33333333333333;-19.0;97.68460970241718;6;2017;1
1;1;2;95.0;103.0;3.0;100.26622645542706;6;2017;1
1;1;1;98.0;102.33333333333333;-14.0;86.3977303298477;7;2017;1
1;1;2;84.0;92.33333333333333;-31.0;56.08597003196046;7;2017;1
1;1;1;53.0;78.33333333333333;69.0;122.54323422362411;8;2017;1
1;1;2;122.0;86.33333333333333;-15.0;100.22797318476277;8;2017;1
1;1;1;107.0;94.0;-38.0;69.30685668504684;9;2017;1
1;1;2;69.0;99.33333333333333;6.0;83.79099878263777;9;2017;0
1;1;1;75.0;83.66666666666667;75.0;149.29958368252227;10;2017;1
1;1;2;150.0;98.0;-85.0;61.24060878114874;10;2017;1
1;1;1;65.0;96.66666666666667;65.0;137.25681987067915;11;2017;1
1;1;2;130.0;115.0;-25.0;109.68722309888298;11;2017;1
1;1;1;105.0;100.0;67.0;172.88703019903647;12;2017;1
1;1;2;172.0;135.66666666666666;-63.0;114.75267544110721;12;2017;1
1;1;1;109.0;128.66666666666666;20.0;131.77985788542944;1;2018;1
1;1;2;129.0;136.66666666666666;-60.0;74.47614933997016;1;2018;1
1;1;1;69.0;102.33333333333333;43.0;113.63570642316789;2;2018;1
1;1;2;112.0;103.33333333333333;8.0;115.14349068949463;2;2018;1
1;1;1;120.0;100.33333333333333;-51.0;64.21278139754196;3;2018;1
1;1;2;69.0;100.33333333333333;7.0;79.91030699515652;3;2018;0
1;1;1;76.0;88.33333333333333;21.0;94.86925989356777;4;2018;1
1;1;2;97.0;80.66666666666667;21.0;109.37986726631433;4;2018;2
1;1;1;118.0;97.0;-67.0;47.834029151649084;5;2018;1
1;1;2;51.0;88.66666666666667;16.0;71.8346135210707;5;2018;0
1;1;1;67.0;78.66666666666667;0.0;65.91855271805994;6;2018;0
1;1;2;67.0;61.666666666666664;73.0;130.3572802583914;6;2018;1
1;1;1;140.0;91.33333333333333;-66.0;65.91219075071089;7;2018;1
1;1;2;74.0;93.66666666666667;-8.0;70.55277501911604;7;2018;0
1;1;1;66.0;93.33333333333333;45.0;115.08388233394547;8;2018;1
1;1;2;111.0;83.66666666666667;-52.0;55.06223293381943;8;2018;1
1;1;1;59.0;78.66666666666667;9.0;70.74262242114854;9;2018;0
1;1;2;68.0;79.33333333333333;16.0;85.39572463300212;9;2018;1
1;1;1;84.0;70.33333333333333;15.0;94.18975540485701;10;2018;2
1;1;2;99.0;83.66666666666667;30.0;125.7351757235521;10;2018;2
1;1;1;129.0;104.0;-20.0;109.1035516798213;11;2018;1
1;1;2;109.0;112.33333333333333;-48.0;69.99881516464677;11;2018;1
1;1;1;61.0;99.66666666666667;7.0;80.39228492552132;12;2018;0
1;1;2;68.0;79.33333333333333;13.0;85.07226438540657;12;2018;1
1;1;1;81.0;70.0;57.0;124.15317867149349;1;2019;2
1;1;2;138.0;95.66666666666667;20.0;143.5665883390149;1;2019;3
1;1;1;158.0;125.66666666666667;-27.0;125.3053495252656;2;2019;1
1;1;2;131.0;142.33333333333334;15.0;150.60005020620684;2;2019;1
1;1;1;146.0;145.0;-52.0;99.56332776234794;3;2019;1
1;1;2;94.0;123.66666666666667;22.0;122.23230836459888;3;2019;0
1;1;1;116.0;118.66666666666667;17.0;133.36665128226124;4;2019;1
1;1;2;133.0;114.33333333333333;-54.0;77.935486763935;4;2019;1
1;1;1;79.0;109.33333333333333;16.0;100.64523946882332;5;2019;0
1;1;2;95.0;102.33333333333333;-40.0;57.8343918361941;5;2019;1
1;1;1;55.0;76.33333333333333;81.0;133.01405113299637;6;2019;1
1;1;2;136.0;95.33333333333333;-60.0;69.54415767543173;6;2019;1
1;1;1;76.0;89.0;0.0;77.45818253182705;7;2019;0
1;1;2;76.0;96.0;47.0;125.50618091279219;7;2019;1
1;1;1;123.0;91.66666666666667;-71.0;48.53087005023694;8;2019;1
1;1;2;52.0;83.66666666666667;78.0;132.647989943931;8;2019;1
1;1;1;130.0;101.66666666666667;-72.0;57.50720003961189;9;2019;1
1;1;2;58.0;80.0;-21.0;42.20179582117903;9;2019;0
1;1;1;37.0;75.0;31.0;73.82601131140835;10;2019;0
1;1;2;68.0;54.333333333333336;20.0;81.12995998050548;10;2019;2
1;1;1;88.0;64.33333333333333;56.0;135.22857626064072;11;2019;3
